Roll,Name,Email,Branch
1401CT07,Satendra,Satendra@mycollege.in,CT
1401EC07,Neetika,Neetika@mycollege.in,EC
1401MC07,Mani,Mani@mycollege.in,MC
1401MM07,Sathwika,Sathwika@mycollege.in,MM
1401MT07,Monish,Monish@mycollege.in,MT
1401AI08,Anushka,Anushka@mycollege.in,AI
1401CB08,Piyush,Piyush@mycollege.in,CB
1401CE08,Ashish,Ashish@mycollege.in,CE
1401CH08,Lucky,Lucky@mycollege.in,CH
1401CS08,Narendra,Narendra@mycollege.in,CS
1401CT08,Shaqib,Shaqib@mycollege.in,CT
1401EC08,Monu,Monu@mycollege.in,EC
1401MC08,Sukirti,Sukirti@mycollege.in,MC
1401MM08,Deepa,Deepa@mycollege.in,MM
1401MT08,Moosvi,Moosvi@mycollege.in,MT
1401AI09,Rohit,Rohit@mycollege.in,AI
1401CB09,Pragya,Pragya@mycollege.in,CB
1401CE09,Sandeep,Sandeep@mycollege.in,CE
1401CH09,Smriti,Smriti@mycollege.in,CH
1401CS09,Ekta,Ekta@mycollege.in,CS
1401CT09,Shalu,Shalu@mycollege.in,CT
1401EC09,Pankhuri,Pankhuri@mycollege.in,EC
1401MC09,Subodh,Subodh@mycollege.in,MC
1401MM09,Utkarsha,Utkarsha@mycollege.in,MM
1401MT09,Fariya,Fariya@mycollege.in,MT
1401AI10,Saurabh,Saurabh@mycollege.in,AI
1401CB10,Ajay,Ajay@mycollege.in,CB
1401CE10,Ishita,Ishita@mycollege.in,CE
1401CH10,Manu,Manu@mycollege.in,CH
1401CS10,Adil,Adil@mycollege.in,CS
1401CT10,Sudheer,Sudheer@mycollege.in,CT
1401EC10,Nilesh,Nilesh@mycollege.in,EC
1401MC10,Surendra,Surendra@mycollege.in,MC
1401MM10,Deep,Deep@mycollege.in,MM
1401MT10,Toshit,Toshit@mycollege.in,MT
1401AI11,Muskan,Muskan@mycollege.in,AI
1401CB11,Akanksha,Akanksha@mycollege.in,CB
1401CE11,Shaurya,Shaurya@mycollege.in,CE
1401CH11,Deependra,Deependra@mycollege.in,CH
1401CS11,Ritesh,Ritesh@mycollege.in,CS
1401CT11,Vipul,Vipul@mycollege.in,CT
1401EC11,Mallika,Mallika@mycollege.in,EC
1401MC11,Ashok,Ashok@mycollege.in,MC
1401MM11,Dushyant,Dushyant@mycollege.in,MM
1401MT11,Kanha,Kanha@mycollege.in,MT
1401AI12,Rahul,Rahul@mycollege.in,AI
1401CB12,Neeraj,Neeraj@mycollege.in,CB
1401CE12,Kashish,Kashish@mycollege.in,CE
1401CH12,Anoop,Anoop@mycollege.in,CH
1401CS12,Bhumika,Bhumika@mycollege.in,CS
1401CT12,Vipin,Vipin@mycollege.in,CT
1401EC12,Mahima,Mahima@mycollege.in,EC
1401MC12,Suresh,Suresh@mycollege.in,MC
1401MM12,Anshuman,Anshuman@mycollege.in,MM
1401MT12,Khalid,Khalid@mycollege.in,MT
1401AI13,Utkarsh,Utkarsh@mycollege.in,AI
1401CB13,Ritika,Ritika@mycollege.in,CB
1401CE13,Vineet,Vineet@mycollege.in,CE
1401CH13,Devendra,Devendra@mycollege.in,CH
1401CS13,Samriddhi,Samriddhi@mycollege.in,CS
1401CT13,Yashika,Yashika@mycollege.in,CT
1401EC13,Mehak,Mehak@mycollege.in,EC
1401MC13,Karthikeya,Karthikeya@mycollege.in,MC
1401MM13,Sukumaran,Sukumaran@mycollege.in,MM
1401MT13,Kaushiki,Kaushiki@mycollege.in,MT
1401AI14,Vaibhav,Vaibhav@mycollege.in,AI
1401CB14,Tanya,Tanya@mycollege.in,CB
1401CE14,Mayank,Mayank@mycollege.in,CE
1401CH14,Diksha,Diksha@mycollege.in,CH
1401CS14,Anmol,Anmol@mycollege.in,CS
1401CT14,Virat,Virat@mycollege.in,CT
1401EC14,Manshi,Manshi@mycollege.in,EC
