Roll,Name,Email,Branch
1401MM30,Sairam,Sairam@mycollege.in,MM
1401MT30,Pradium,Pradium@mycollege.in,MT
1401AI33,Harshita,Harshita@mycollege.in,AI
1401CB33,Shraddha,Shraddha@mycollege.in,CB
1401CE33,Sarvesh,Sarvesh@mycollege.in,CE
1401CH33,Abhijeet,Abhijeet@mycollege.in,CH
1401CS33,Bramoni,Bramoni@mycollege.in,CS
1401CT33,Poonam,Poonam@mycollege.in,CT
1401EC33,Khushboo,Khushboo@mycollege.in,EC
1401MC31,Vinay,Vinay@mycollege.in,MC
1401MM31,Abhedhya,Abhedhya@mycollege.in,MM
1401MT31,Omhari,Omhari@mycollege.in,MT
1401AI34,Anurag,Anurag@mycollege.in,AI
1401CB34,Deepak,Deepak@mycollege.in,CB
1401CE34,Vidya,Vidya@mycollege.in,CE
1401CH34,Harshvardhan,Harshvardhan@mycollege.in,CH
1401CS34,Nethaji,Nethaji@mycollege.in,CS
1401CT34,Purnima,Purnima@mycollege.in,CT
1401EC34,Karishma,Karishma@mycollege.in,EC
1401MC32,Sreekanth,Sreekanth@mycollege.in,MC
1401MM32,Gnaneswar,Gnaneswar@mycollege.in,MM
1401MT32,Pranidhi,Pranidhi@mycollege.in,MT
1401AI35,Vivek,Vivek@mycollege.in,AI
1401CB35,Priyanka,Priyanka@mycollege.in,CB
1401CE35,Shubhangi,Shubhangi@mycollege.in,CE
1401CH35,Ajit,Ajit@mycollege.in,CH
1401CS35,Chetna,Chetna@mycollege.in,CS
1401CT35,Prajjwal,Prajjwal@mycollege.in,CT
1401EC35,Madhuri,Madhuri@mycollege.in,EC
1401MC33,Sweta,Sweta@mycollege.in,MC
1401MM33,Sara,Sara@mycollege.in,MM
1401MT33,Leena,Leena@mycollege.in,MT
1401AI36,Swati,Swati@mycollege.in,AI
1401CB36,Khushi,Khushi@mycollege.in,CB
1401CE36,Mohsin,Mohsin@mycollege.in,CE
1401CH36,Poornima,Poornima@mycollege.in,CH
1401CS36,Aastha,Aastha@mycollege.in,CS
1401CT36,Satya,Satya@mycollege.in,CT
1401EC36,Maaz,Maaz@mycollege.in,EC
1401MC34,Thaanya,Thaanya@mycollege.in,MC
1401MM34,Rupal,Rupal@mycollege.in,MM
1401MT34,Harshada,Harshada@mycollege.in,MT
1401AI37,Vishal,Vishal@mycollege.in,AI
1401CB37,Shweta,Shweta@mycollege.in,CB
1401CE37,Saran,Saran@mycollege.in,CE
1401CH37,Anil,Anil@mycollege.in,CH
1401CS37,Aakriti,Aakriti@mycollege.in,CS
1401CT37,Vandana,Vandana@mycollege.in,CT
1401EC37,Jahnavi,Jahnavi@mycollege.in,EC
1401MC35,Rakesh,Rakesh@mycollege.in,MC
1401MM35,Sahaj,Sahaj@mycollege.in,MM
1401MT35,Prathmesh,Prathmesh@mycollege.in,MT
1401AI38,Aditya,Aditya@mycollege.in,AI
1401CB38,Kavya,Kavya@mycollege.in,CB
1401CE38,Vikash,Vikash@mycollege.in,CE
1401CH38,Mahendra,Mahendra@mycollege.in,CH
1401CS38,Abhyuday,Abhyuday@mycollege.in,CS
1401CT38,Tanishq,Tanishq@mycollege.in,CT
1401EC38,Jahanvi,Jahanvi@mycollege.in,EC
1401MC36,Pinky,Pinky@mycollege.in,MC
1401MM36,Robin,Robin@mycollege.in,MM
1401MT36,Ritank,Ritank@mycollege.in,MT
1401AI39,Nidhi,Nidhi@mycollege.in,AI
1401CB39,Kunal,Kunal@mycollege.in,CB
1401CE39,Aayush,Aayush@mycollege.in,CE
1401CH39,Ahmad,Ahmad@mycollege.in,CH
1401CS39,Akarsh,Akarsh@mycollege.in,CS
1401CT39,Amaan,Amaan@mycollege.in,CT
1401EC39,Kamran,Kamran@mycollege.in,EC
1401MC37,Raju,Raju@mycollege.in,MC
1401MM37,Rupanjali,Rupanjali@mycollege.in,MM
1401MT37,Rishit,Rishit@mycollege.in,MT
1401AI40,Ayushi,Ayushi@mycollege.in,AI
1401CB40,Dheeraj,Dheeraj@mycollege.in,CB
1401CE40,Akhilesh,Akhilesh@mycollege.in,CE
1401CH40,Shalini,Shalini@mycollege.in,CH
1401CS40,Navneet,Navneet@mycollege.in,CS
1401CT40,Yuvraj,Yuvraj@mycollege.in,CT
1401EC40,Kamini,Kamini@mycollege.in,EC
1401MC38,Rajiv,Rajiv@mycollege.in,MC
1401MM38,Rupeshwary,Rupeshwary@mycollege.in,MM
1401MT38,Meenu,Meenu@mycollege.in,MT
1401AI41,Krishna,Krishna@mycollege.in,AI
1401CB41,Akshita,Akshita@mycollege.in,CB
1401CE41,Nitin,Nitin@mycollege.in,CE
1401CH41,Abhijit,Abhijit@mycollege.in,CH
1401CS41,Om,Om@mycollege.in,CS
1401CT41,Saurav,Saurav@mycollege.in,CT
1401EC41,Rana,Rana@mycollege.in,EC
1401MC39,Rajkumar,Rajkumar@mycollege.in,MC
1401MM39,Brahmaputra,Brahmaputra@mycollege.in,MM
1401MT39,Ranjan,Ranjan@mycollege.in,MT
1401AI42,Anshika,Anshika@mycollege.in,AI
1401CB42,Riya,Riya@mycollege.in,CB
1401CE42,Himani,Himani@mycollege.in,CE
1401CH42,Suyash,Suyash@mycollege.in,CH
1401CS42,Swapnil,Swapnil@mycollege.in,CS
1401CT42,Sanjeev,Sanjeev@mycollege.in,CT
1401EC42,Sidhi,Sidhi@mycollege.in,EC
