Roll,Name,Email,Branch
1401MC23,Sourav,Sourav@mycollege.in,MC
1401MM23,Anubha,Anubha@mycollege.in,MM
1401MT23,Khansa,Khansa@mycollege.in,MT
1401AI25,Prashant,Prashant@mycollege.in,AI
1401CB25,Ishika,Ishika@mycollege.in,CB
1401CE25,Kshitij,Kshitij@mycollege.in,CE
1401CH25,Shashwat,Shashwat@mycollege.in,CH
1401CS25,Indora,Indora@mycollege.in,CS
1401CT25,Megha,Megha@mycollege.in,CT
1401EC25,Devansh,Devansh@mycollege.in,EC
1401MC24,Desh,Desh@mycollege.in,MC
1401MM24,Chandra,Chandra@mycollege.in,MM
1401MT24,Kunaal,Kunaal@mycollege.in,MT
1401AI26,Priya,Priya@mycollege.in,AI
1401CB26,Mohit,Mohit@mycollege.in,CB
1401CE26,Arushi,Arushi@mycollege.in,CE
1401CH26,Shatakshi,Shatakshi@mycollege.in,CH
1401CS26,Aqsa,Aqsa@mycollege.in,CS
1401CT26,Manya,Manya@mycollege.in,CT
1401EC26,Dolly,Dolly@mycollege.in,EC
1401MC25,Raashi,Raashi@mycollege.in,MC
1401MM25,Ayesha,Ayesha@mycollege.in,MM
1401MT25,Ishwa,Ishwa@mycollege.in,MT
1401AI27,Harshit,Harshit@mycollege.in,AI
1401CB27,Palak,Palak@mycollege.in,CB
1401CE27,Ishan,Ishan@mycollege.in,CE
1401CH27,Supriya,Supriya@mycollege.in,CH
1401CS27,Anwar,Anwar@mycollege.in,CS
1401CT27,Pakhi,Pakhi@mycollege.in,CT
1401EC27,Dhruv,Dhruv@mycollege.in,EC
1401MC26,Ram,Ram@mycollege.in,MC
1401MM26,Rizwa,Rizwa@mycollege.in,MM
1401MT26,Joshika,Joshika@mycollege.in,MT
1401AI28,Shashank,Shashank@mycollege.in,AI
1401CB28,Ankur,Ankur@mycollege.in,CB
1401CE28,Garima,Garima@mycollege.in,CE
1401CH28,Anchal,Anchal@mycollege.in,CH
1401CS28,Apratim,Apratim@mycollege.in,CS
1401CT28,Ranu,Ranu@mycollege.in,CT
1401EC28,Deeksha,Deeksha@mycollege.in,EC
