Roll,Name,Email,Branch
1401MT69,Hari,Hari@mycollege.in,MT
1401MT68,Sanket,Sanket@mycollege.in,MT
1401MT66,Kausar,Kausar@mycollege.in,MT
1401MT65,Rajneesh,Rajneesh@mycollege.in,MT
1401MT64,Priyamvada,Priyamvada@mycollege.in,MT
1401MT63,Prakharendra,Prakharendra@mycollege.in,MT
1401MT62,Prasun,Prasun@mycollege.in,MT
1401MT61,Rishu,Rishu@mycollege.in,MT
1401MT60,Ronit,Ronit@mycollege.in,MT
1401MT58,Joy,Joy@mycollege.in,MT
1401MT39,Ranjan,Ranjan@mycollege.in,MT
1401MT19,Sumaiya,Sumaiya@mycollege.in,MT
1401MT37,Rishit,Rishit@mycollege.in,MT
1401MT15,Vasundhara,Vasundhara@mycollege.in,MT
1401MT14,Elamathi,Elamathi@mycollege.in,MT
1401MT13,Kaushiki,Kaushiki@mycollege.in,MT
1401MT12,Khalid,Khalid@mycollege.in,MT
1401MT11,Kanha,Kanha@mycollege.in,MT
1401MT10,Toshit,Toshit@mycollege.in,MT
1401MT09,Fariya,Fariya@mycollege.in,MT
1401MT16,Kandarp,Kandarp@mycollege.in,MT
1401MT08,Moosvi,Moosvi@mycollege.in,MT
1401MT06,Goldy,Goldy@mycollege.in,MT
1401MT05,Mubasshira,Mubasshira@mycollege.in,MT
1401MT04,Mudit,Mudit@mycollege.in,MT
1401MT03,Mritunjay,Mritunjay@mycollege.in,MT
1401MT02,Abhilasha,Abhilasha@mycollege.in,MT
1401MT01,Mairaz,Mairaz@mycollege.in,MT
1401MT77,Saharsh,Saharsh@mycollege.in,MT
1401MT07,Monish,Monish@mycollege.in,MT
1401MT38,Meenu,Meenu@mycollege.in,MT
1401MT17,Noopur,Noopur@mycollege.in,MT
1401MT20,Himanshi,Himanshi@mycollege.in,MT
1401MT36,Ritank,Ritank@mycollege.in,MT
1401MT35,Prathmesh,Prathmesh@mycollege.in,MT
1401MT34,Harshada,Harshada@mycollege.in,MT
1401MT33,Leena,Leena@mycollege.in,MT
1401MT32,Pranidhi,Pranidhi@mycollege.in,MT
1401MT31,Omhari,Omhari@mycollege.in,MT
1401MT30,Pradium,Pradium@mycollege.in,MT
1401MT18,Suchita,Suchita@mycollege.in,MT
1401MT29,Priyal,Priyal@mycollege.in,MT
1401MT27,Sawan,Sawan@mycollege.in,MT
1401MT26,Joshika,Joshika@mycollege.in,MT
1401MT25,Ishwa,Ishwa@mycollege.in,MT
1401MT24,Kunaal,Kunaal@mycollege.in,MT
1401MT23,Khansa,Khansa@mycollege.in,MT
1401MT22,Jagriti,Jagriti@mycollege.in,MT
1401MT21,Ibrahim,Ibrahim@mycollege.in,MT
1401MT28,Priyesh,Priyesh@mycollege.in,MT
1401MT78,Kushan,Kushan@mycollege.in,MT
