Roll,Name,Email,Branch
1401CH26,Shatakshi,Shatakshi@mycollege.in,CH
1401CH25,Shashwat,Shashwat@mycollege.in,CH
1401CH24,Rishab,Rishab@mycollege.in,CH
1401CH31,Ashwani,Ashwani@mycollege.in,CH
1401CH23,Sonal,Sonal@mycollege.in,CH
1401CS71,Ayushman,Ayushman@mycollege.in,CS
1401CS64,Aakash,Aakash@mycollege.in,CS
1401CS65,Ayan,Ayan@mycollege.in,CS
1401CS66,Aryan,Aryan@mycollege.in,CS
1401CS69,Yukti,Yukti@mycollege.in,CS
1401CS68,Umme,Umme@mycollege.in,CS
1401CS63,Arti,Arti@mycollege.in,CS
1401CS70,Vishesh,Vishesh@mycollege.in,CS
1401CS67,Vertika,Vertika@mycollege.in,CS
1401CS62,Tuhin,Tuhin@mycollege.in,CS
1401CS57,Suryansh,Suryansh@mycollege.in,CS
1401CS60,Smita,Smita@mycollege.in,CS
1401CS59,Avinash,Avinash@mycollege.in,CS
1401CS58,Yashaswi,Yashaswi@mycollege.in,CS
1401CS56,Seema,Seema@mycollege.in,CS
1401CS55,Disha,Disha@mycollege.in,CS
1401CS54,Aparna,Aparna@mycollege.in,CS
1401CS53,Vatsalya,Vatsalya@mycollege.in,CS
1401CS52,Uttam,Uttam@mycollege.in,CS
1401CS51,Sandhya,Sandhya@mycollege.in,CS
1401CS61,Subhra,Subhra@mycollege.in,CS
1401CS72,Geeta,Geeta@mycollege.in,CS
1401CS92,Tanu,Tanu@mycollege.in,CS
1401CS74,Jaswant,Jaswant@mycollege.in,CS
1401CS95,Suryakant,Suryakant@mycollege.in,CS
1401CS94,Srishti,Srishti@mycollege.in,CS
1401CS93,Subham,Subham@mycollege.in,CS
1401CS50,Nithisha,Nithisha@mycollege.in,CS
1401CS91,Ujjwal,Ujjwal@mycollege.in,CS
1401CS90,Sushant,Sushant@mycollege.in,CS
1401CS89,Tanay,Tanay@mycollege.in,CS
1401CS88,Soniya,Soniya@mycollege.in,CS
1401CS87,Shikha,Shikha@mycollege.in,CS
1401CS86,Shilpa,Shilpa@mycollege.in,CS
1401CS85,Satyam,Satyam@mycollege.in,CS
1401CS84,Satyarth,Satyarth@mycollege.in,CS
1401CS83,Shreyash,Shreyash@mycollege.in,CS
1401CS82,Shubh,Shubh@mycollege.in,CS
1401CS81,Shivanshi,Shivanshi@mycollege.in,CS
