Roll,Name,Email,Branch
1401MC42,Pradip,Pradip@mycollege.in,MC
1401MC41,Asutosh,Asutosh@mycollege.in,MC
1401MC40,Pushkar,Pushkar@mycollege.in,MC
1401MC55,Subash,Subash@mycollege.in,MC
1401MC47,Lakshmi,Lakshmi@mycollege.in,MC
1401MC56,Raunak,Raunak@mycollege.in,MC
1401MC70,Venkata,Venkata@mycollege.in,MC
1401MC58,Tejas,Tejas@mycollege.in,MC
1401MC39,Rajkumar,Rajkumar@mycollege.in,MC
1401MC74,Abhimanyu,Abhimanyu@mycollege.in,MC
1401MC73,Vignesh,Vignesh@mycollege.in,MC
1401MC72,Farhan,Farhan@mycollege.in,MC
1401MC71,Renu,Renu@mycollege.in,MC
1401MC69,Siddhesh,Siddhesh@mycollege.in,MC
1401MC68,Anuj,Anuj@mycollege.in,MC
1401MC57,Mangal,Mangal@mycollege.in,MC
1401MC67,Amar,Amar@mycollege.in,MC
1401MC65,Surbhi,Surbhi@mycollege.in,MC
1401MC64,Manas,Manas@mycollege.in,MC
1401MC63,Aaryan,Aaryan@mycollege.in,MC
1401MC62,Mahato,Mahato@mycollege.in,MC
1401MC61,Mahesh,Mahesh@mycollege.in,MC
1401MC60,Ravisankar,Ravisankar@mycollege.in,MC
1401MC59,Mayur,Mayur@mycollege.in,MC
1401MC66,Deepshikha,Deepshikha@mycollege.in,MC
1401MC38,Rajiv,Rajiv@mycollege.in,MC
1401MC75,Faraz,Faraz@mycollege.in,MC
1401MC36,Pinky,Pinky@mycollege.in,MC
1401MC16,Sudhakar,Sudhakar@mycollege.in,MC
1401MC15,Urmila,Urmila@mycollege.in,MC
1401MC14,Lalit,Lalit@mycollege.in,MC
1401MC13,Karthikeya,Karthikeya@mycollege.in,MC
1401MC12,Suresh,Suresh@mycollege.in,MC
1401MC11,Ashok,Ashok@mycollege.in,MC
1401MC10,Surendra,Surendra@mycollege.in,MC
1401MC08,Sukirti,Sukirti@mycollege.in,MC
1401MC07,Mani,Mani@mycollege.in,MC
1401MC06,Chaitanya,Chaitanya@mycollege.in,MC
1401MC05,Kartikeya,Kartikeya@mycollege.in,MC
1401MC04,Kartik,Kartik@mycollege.in,MC
1401MC03,Arvind,Arvind@mycollege.in,MC
1401MC02,Sasi,Sasi@mycollege.in,MC
1401MC01,Indra,Indra@mycollege.in,MC
1401MC17,Dhruva,Dhruva@mycollege.in,MC
1401MC18,Dhananjay,Dhananjay@mycollege.in,MC
1401MC09,Subodh,Subodh@mycollege.in,MC
1401MC20,Raj,Raj@mycollege.in,MC
1401MC19,Rama,Rama@mycollege.in,MC
1401MC35,Rakesh,Rakesh@mycollege.in,MC
1401MC34,Thaanya,Thaanya@mycollege.in,MC
1401MC33,Sweta,Sweta@mycollege.in,MC
1401MC32,Sreekanth,Sreekanth@mycollege.in,MC
1401MC31,Vinay,Vinay@mycollege.in,MC
1401MC30,Mridul,Mridul@mycollege.in,MC
1401MC29,Yatharth,Yatharth@mycollege.in,MC
1401MC37,Raju,Raju@mycollege.in,MC
1401MC27,Laxmi,Laxmi@mycollege.in,MC
1401MC26,Ram,Ram@mycollege.in,MC
1401MC25,Raashi,Raashi@mycollege.in,MC
1401MC24,Desh,Desh@mycollege.in,MC
1401MC23,Sourav,Sourav@mycollege.in,MC
1401MC22,Chahat,Chahat@mycollege.in,MC
1401MC21,Chinmay,Chinmay@mycollege.in,MC
1401MC28,Krishan,Krishan@mycollege.in,MC
1401MM61,Arshad,Arshad@mycollege.in,MM
1401MM60,Saudamini,Saudamini@mycollege.in,MM
1401MM59,Sharanya,Sharanya@mycollege.in,MM
1401MM58,Jahangeer,Jahangeer@mycollege.in,MM
1401MM57,Vashif,Vashif@mycollege.in,MM
1401MM56,Anubhuti,Anubhuti@mycollege.in,MM
1401MM55,Anshit,Anshit@mycollege.in,MM
1401MM54,Shwetanshi,Shwetanshi@mycollege.in,MM
1401MM49,Nahid,Nahid@mycollege.in,MM
1401MM52,Anunay,Anunay@mycollege.in,MM
1401MM51,Anusha,Anusha@mycollege.in,MM
1401MM50,Sharique,Sharique@mycollege.in,MM
1401MM48,Shreepriya,Shreepriya@mycollege.in,MM
1401MM47,Chhavi,Chhavi@mycollege.in,MM
1401MM46,Ashmita,Ashmita@mycollege.in,MM
1401MM45,Sameeksha,Sameeksha@mycollege.in,MM
1401MM53,Vidit,Vidit@mycollege.in,MM
1401MM44,Chirayu,Chirayu@mycollege.in,MM
1401MM80,Prajeeth,Prajeeth@mycollege.in,MM
1401MM64,Asthana,Asthana@mycollege.in,MM
1401MM82,Govindam,Govindam@mycollege.in,MM
1401MM81,Gyanvi,Gyanvi@mycollege.in,MM
1401MM43,Bibhu,Bibhu@mycollege.in,MM
1401MM79,Meet,Meet@mycollege.in,MM
