Roll,Name,Email,Branch
1401CB46,Sumit,Sumit@mycollege.in,CB
1401CB47,Kishan,Kishan@mycollege.in,CB
1401CB48,Pawan,Pawan@mycollege.in,CB
1401CB50,Neelesh,Neelesh@mycollege.in,CB
1401CB27,Palak,Palak@mycollege.in,CB
1401CB39,Kunal,Kunal@mycollege.in,CB
1401CB26,Mohit,Mohit@mycollege.in,CB
1401CB17,Pallavi,Pallavi@mycollege.in,CB
1401CB24,Akshat,Akshat@mycollege.in,CB
1401CB25,Ishika,Ishika@mycollege.in,CB
1401CB01,Mansi,Mansi@mycollege.in,CB
1401CB02,Tushar,Tushar@mycollege.in,CB
1401CB03,Abhinav,Abhinav@mycollege.in,CB
1401CB04,Shivangi,Shivangi@mycollege.in,CB
1401CB05,Ashutosh,Ashutosh@mycollege.in,CB
1401CB07,Divya,Divya@mycollege.in,CB
1401CB08,Piyush,Piyush@mycollege.in,CB
1401CB09,Pragya,Pragya@mycollege.in,CB
1401CB10,Ajay,Ajay@mycollege.in,CB
1401CB11,Akanksha,Akanksha@mycollege.in,CB
1401CB06,Adarsh,Adarsh@mycollege.in,CB
1401CB13,Ritika,Ritika@mycollege.in,CB
1401CB14,Tanya,Tanya@mycollege.in,CB
1401CB15,Nisha,Nisha@mycollege.in,CB
1401CB16,Arun,Arun@mycollege.in,CB
1401CB18,Aniket,Aniket@mycollege.in,CB
1401CB19,Nikita,Nikita@mycollege.in,CB
1401CB20,Vijay,Vijay@mycollege.in,CB
1401CB21,Ananya,Ananya@mycollege.in,CB
1401CB22,Priyanshi,Priyanshi@mycollege.in,CB
1401CB12,Neeraj,Neeraj@mycollege.in,CB
1401CB23,Suraj,Suraj@mycollege.in,CB
1401CE41,Nitin,Nitin@mycollege.in,CE
1401CE40,Akhilesh,Akhilesh@mycollege.in,CE
1401CE39,Aayush,Aayush@mycollege.in,CE
1401CE38,Vikash,Vikash@mycollege.in,CE
1401CE37,Saran,Saran@mycollege.in,CE
1401CE32,Atul,Atul@mycollege.in,CE
1401CE35,Shubhangi,Shubhangi@mycollege.in,CE
1401CE34,Vidya,Vidya@mycollege.in,CE
1401CE33,Sarvesh,Sarvesh@mycollege.in,CE
1401CE42,Himani,Himani@mycollege.in,CE
1401CE31,Shreyansh,Shreyansh@mycollege.in,CE
1401CE36,Mohsin,Mohsin@mycollege.in,CE
1401CE43,Sushil,Sushil@mycollege.in,CE
1401CE55,Sunil,Sunil@mycollege.in,CE
1401CE45,Aviral,Aviral@mycollege.in,CE
1401CE46,Abdul,Abdul@mycollege.in,CE
1401CE47,Sumeet,Sumeet@mycollege.in,CE
1401CE48,Prerna,Prerna@mycollege.in,CE
1401CE49,Nupur,Nupur@mycollege.in,CE
1401CE50,Neha,Neha@mycollege.in,CE
1401CE51,Vikas,Vikas@mycollege.in,CE
1401CE52,Vanshika,Vanshika@mycollege.in,CE
1401CE53,Rohan,Rohan@mycollege.in,CE
1401CE54,Shivansh,Shivansh@mycollege.in,CE
1401CE56,Juhi,Juhi@mycollege.in,CE
1401CE30,Vaishnavi,Vaishnavi@mycollege.in,CE
1401CE44,Vartika,Vartika@mycollege.in,CE
1401CE29,Manish,Manish@mycollege.in,CE
1401CE02,Alok,Alok@mycollege.in,CE
1401CE27,Ishan,Ishan@mycollege.in,CE
1401CE28,Garima,Garima@mycollege.in,CE
1401CE01,Sarthak,Sarthak@mycollege.in,CE
1401CE03,Raghav,Raghav@mycollege.in,CE
1401CE05,Pragati,Pragati@mycollege.in,CE
1401CE06,Shivam,Shivam@mycollege.in,CE
1401CE07,Lakshya,Lakshya@mycollege.in,CE
1401CE08,Ashish,Ashish@mycollege.in,CE
1401CE09,Sandeep,Sandeep@mycollege.in,CE
1401CE10,Ishita,Ishita@mycollege.in,CE
1401CE11,Shaurya,Shaurya@mycollege.in,CE
1401CE12,Kashish,Kashish@mycollege.in,CE
1401CE13,Vineet,Vineet@mycollege.in,CE
