Roll,Name,Email,Branch
1401CT05,Sonu,Sonu@mycollege.in,CT
1401CT06,Shakti,Shakti@mycollege.in,CT
1401CT07,Satendra,Satendra@mycollege.in,CT
1401CT08,Shaqib,Shaqib@mycollege.in,CT
1401CT09,Shalu,Shalu@mycollege.in,CT
1401CT10,Sudheer,Sudheer@mycollege.in,CT
1401CT11,Vipul,Vipul@mycollege.in,CT
1401CT32,Prachi,Prachi@mycollege.in,CT
1401CT13,Yashika,Yashika@mycollege.in,CT
1401CT14,Virat,Virat@mycollege.in,CT
1401CT15,Varsha,Varsha@mycollege.in,CT
1401CT03,Shilpi,Shilpi@mycollege.in,CT
1401CT17,Vineeta,Vineeta@mycollege.in,CT
1401CT16,Sunny,Sunny@mycollege.in,CT
1401CT30,Sapna,Sapna@mycollege.in,CT
1401CT28,Ranu,Ranu@mycollege.in,CT
1401CT27,Pakhi,Pakhi@mycollege.in,CT
1401CT26,Manya,Manya@mycollege.in,CT
1401CT25,Megha,Megha@mycollege.in,CT
1401CT29,Purvi,Purvi@mycollege.in,CT
1401CT23,Madhu,Madhu@mycollege.in,CT
1401CT22,Mugdha,Mugdha@mycollege.in,CT
1401CT21,Nitikarsh,Nitikarsh@mycollege.in,CT
1401CT20,Minakshi,Minakshi@mycollege.in,CT
1401CT19,Monti,Monti@mycollege.in,CT
1401CT24,Khanak,Khanak@mycollege.in,CT
1401CT18,Vibhanshu,Vibhanshu@mycollege.in,CT
1401EC40,Kamini,Kamini@mycollege.in,EC
1401EC39,Kamran,Kamran@mycollege.in,EC
1401EC38,Jahanvi,Jahanvi@mycollege.in,EC
1401EC37,Jahnavi,Jahnavi@mycollege.in,EC
1401EC34,Karishma,Karishma@mycollege.in,EC
1401EC35,Madhuri,Madhuri@mycollege.in,EC
1401EC33,Khushboo,Khushboo@mycollege.in,EC
1401EC32,Faizan,Faizan@mycollege.in,EC
1401EC41,Rana,Rana@mycollege.in,EC
1401EC31,Deepali,Deepali@mycollege.in,EC
1401EC36,Maaz,Maaz@mycollege.in,EC
1401EC42,Sidhi,Sidhi@mycollege.in,EC
1401EC49,Dipa,Dipa@mycollege.in,EC
1401EC44,Mrithyunjay,Mrithyunjay@mycollege.in,EC
1401EC45,Nishtha,Nishtha@mycollege.in,EC
1401EC46,Dilip,Dilip@mycollege.in,EC
1401EC47,Ramanakanth,Ramanakanth@mycollege.in,EC
